,ProductCode##OTHER##,A##LENGTH##MILLIMETERS,A2##LENGTH##MILLIMETERS,A3##LENGTH##MILLIMETERS,AB##LENGTH##MILLIMETERS,AC##LENGTH##MILLIMETERS,AD##LENGTH##MILLIMETERS,AG##LENGTH##MILLIMETERS,Apparent Load##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,A-Type Code##LENGTH##MILLIMETERS,B1##LENGTH##MILLIMETERS,B2##LENGTH##MILLIMETERS,BB##LENGTH##MILLIMETERS,C##LENGTH##MILLIMETERS,Category##OTHER##,Clearance area##OTHER##,Dis_D1##LENGTH##MILLIMETERS,Dis_D3##LENGTH##MILLIMETERS,Efficiency Rating##OTHER##,Electric motor output##OTHER##,Enclosure Rating##OTHER##,Flow##PIPING_FLOW##CUBIC_METERS_PER_HOUR,FluidTempMax##PIPING_TEMPERATURE##CELSIUS,FluidTempMin##PIPING_TEMPERATURE##CELSIUS,FluidType##OTHER##,Full Load Amperes##ELECTRICAL_CURRENT##AMPERES,G1##LENGTH##MILLIMETERS,G2##LENGTH##MILLIMETERS,G3##LENGTH##MILLIMETERS,Grey##OTHER##,Gross Weight##FORCE##KILONEWTONS,H for motor##LENGTH##MILLIMETERS,H##LENGTH##MILLIMETERS,H2##LENGTH##MILLIMETERS,H3##LENGTH##MILLIMETERS,H4##LENGTH##MILLIMETERS,HA##LENGTH##MILLIMETERS,Has clearance area##OTHER##,Head##PIPING_PRESSURE##BARS,L##LENGTH##MILLIMETERS,L1##LENGTH##MILLIMETERS,L2##LENGTH##MILLIMETERS,L3##LENGTH##MILLIMETERS,L4##LENGTH##MILLIMETERS,LB##LENGTH##MILLIMETERS,Light blcak##OTHER##,Light red##OTHER##,LL##LENGTH##MILLIMETERS,Load Classification##OTHER##,M1##LENGTH##MILLIMETERS,Maximum ambient temperature at maximum temperature of pumped medium##OTHER##,Maximum Motor Power Rating##ELECTRICAL_APPARENT_POWER##KILOWATTS,Maximum Operating Temperature##PIPING_TEMPERATURE##CELSIUS,Maximum shaft output##OTHER##,Maximum Speed##OTHER##,Maximum Starting Current##ELECTRICAL_CURRENT##AMPERES,MCA##ELECTRICAL_CURRENT##AMPERES,Minimum operating temperature##PIPING_TEMPERATURE##CELSIUS,Minimum Speed##OTHER##,MOCP##ELECTRICAL_CURRENT##AMPERES,Motor Type##OTHER##,MotorVoltageActual##ELECTRICAL_POTENTIAL##VOLTS,N1##LENGTH##MILLIMETERS,Net Weight##FORCE##KILONEWTONS,O&M Manual##OTHER##,PowerFactor##OTHER##,PumpFlowActual##PIPING_FLOW##CUBIC_METERS_PER_HOUR,PumpFlowCALC##PIPING_FLOW##CUBIC_METERS_PER_HOUR,Rated Load Amperes##ELECTRICAL_CURRENT##AMPERES,Shipping Weight##FORCE##KILONEWTONS,Show Annotative Symbol##OTHER##,Size##OTHER##,Suc_D1##LENGTH##MILLIMETERS,Suc_D3##LENGTH##MILLIMETERS,SupplyFrequency##ELECTRICAL_FREQUENCY##HERTZ,SupplyPhase##OTHER##,SupplyVoltage##ELECTRICAL_POTENTIAL##VOLTS,Switching frequency##OTHER##,T1##LENGTH##MILLIMETERS,T2##LENGTH##MILLIMETERS,V1##LENGTH##MILLIMETERS,V3##LENGTH##MILLIMETERS,V4##LENGTH##MILLIMETERS,Wattage##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,X##LENGTH##MILLIMETERS
NK 50-200/219_98970397,98970397,100,60,0,339,356,286,189,0,3,430,540,328,121,0,Clearance Areas,50,165,IE3,22,F,93.59,120,-25,0,38.5,141,162,0,Grey,3.46,180,80,200,265,551,20,1,5.709284,1129.5,1175,205,765,0,588,light black,light red,164,0,100,55,22,55,0,2950,38.5,0,-20,0,0,0,380,265,3.19,http://product-selection.grundfos.com/product-detail.html?productnumber=98970397&custid=GMA,0.9,93.59,93.59,38.5,3.46,1,688,65,185,50,3,380,50,20,15,0,0,0,22000,100
NK 50-250/205_98970398,98970398,100,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,50,165,IE3,15,F,71.14,120,-25,0,27,164,180,0,Grey,2.41,160,80,225,260,497,18,1,4.696454,1059.5,1143,205,733,0,564,light black,light red,145,0,125,55,15,55,0,2960,27,0,-20,0,0,0,380,320,2.26,http://product-selection.grundfos.com/product-detail.html?productnumber=98970398&custid=GMA,0.91,71.14,71.14,27,2.41,1,504,65,185,50,3,380,50,20,15,0,0,0,15000,100
NK 50-250/222_98970399,98970399,100,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,50,165,IE3,18.5,F,73.47,120,-25,0,32,164,180,0,Grey,2.51,160,80,225,260,497,18,1,5.698112,1119.5,1143,205,733,0,564,light black,light red,145,0,125,55,18.5,55,0,2955,32,0,-20,0,0,0,380,320,2.36,http://product-selection.grundfos.com/product-detail.html?productnumber=98970399&custid=GMA,0.9,73.47,73.47,32,2.51,1,504,65,185,50,3,380,50,20,15,0,0,0,18500,100
NK 50-250/233_98970401,98970401,100,75,0,339,356,286,189,0,3,430,540,328,121,0,Clearance Areas,50,165,IE3,22,F,79.04,120,-25,0,38.5,164,180,0,Grey,3.37,180,80,225,265,551,20,1,6.216336,1129.5,1143,205,733,0,588,light black,light red,164,0,125,55,22,55,0,2950,38.5,0,-20,0,0,0,380,320,3.1,http://product-selection.grundfos.com/product-detail.html?productnumber=98970401&custid=GMA,0.91,79.04,79.04,38.5,3.37,1,688,65,185,50,3,380,50,20,15,0,0,0,22000,100
NK 50-250/254_98970402,98970402,100,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,50,165,IE3,30,F,91.2,120,-25,0,53,164,180,0,Grey,4.43,200,100,225,305,620,25,1,7.336378,1189.5,1464,270,924,0,611,light black,light red,197,0,125,55,30,55,0,2955,53,0,-20,0,0,0,380,320,4.16,http://product-selection.grundfos.com/product-detail.html?productnumber=98970402&custid=GMA,0.9,91.2,91.2,53,4.43,1,962,65,185,50,3,380,50,20,15,0,0,0,30000,100
NK 50-250/263_98970403,98970403,100,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,50,165,IE3,37,F,96.9,120,-25,0,65,164,180,0,Grey,4.74,200,100,225,305,620,25,1,7.814618,1214.5,1464,270,924,0,636,light black,light red,197,0,125,55,37,55,0,2955,65,0,-20,0,0,0,380,320,4.46,http://product-selection.grundfos.com/product-detail.html?productnumber=98970403&custid=GMA,0.91,96.9,96.9,65,4.74,1,962,65,185,50,3,380,50,20,15,0,0,0,37000,100
NK 50-315/267_98970404,98970404,125,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,50,165,IE3,30,F,70.1,120,-25,0,53,203,214,0,Grey,5.05,200,100,280,325,640,25,1,8.55736,1311,1464,270,924,0,611,light black,light red,197,0,125,55,30,55,0,2955,53,0,-20,0,0,0,380,345,4.78,http://product-selection.grundfos.com/product-detail.html?productnumber=98970404&custid=GMA,0.91,70.1,70.1,53,5.05,1,987,65,185,50,3,380,50,20,15,0,0,0,30000,100
NK 50-315/285_98970405,98970405,125,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,50,165,IE3,37,F,76.73,120,-25,0,65,203,214,0,Grey,5.36,200,100,280,325,640,25,1,9.798726,1336,1464,270,924,0,636,light black,light red,197,0,125,55,37,55,0,2955,65,0,-20,0,0,0,380,345,5.08,http://product-selection.grundfos.com/product-detail.html?productnumber=98970405&custid=GMA,0.9,76.73,76.73,65,5.36,1,987,65,185,50,3,380,50,20,15,0,0,0,37000,100
NK 50-315/300_98970406,98970406,125,75,0,436,449,338,266,0,3,530,660,361,149,0,Clearance Areas,50,165,IE3,45,F,82.78,120,-25,0,78,203,214,0,Grey,5.97,225,100,280,330,668,34,1,10.934644,1408,1464,270,924,0,710,light black,light red,197,0,125,55,45,55,0,2960,78,0,-20,0,0,0,380,345,5.7,http://product-selection.grundfos.com/product-detail.html?productnumber=98970406&custid=GMA,0.91,82.78,82.78,78,5.97,1,1022,65,185,50,3,380,50,20,15,0,0,0,45000,100
NK 50-315/321_98970407,98970407,125,75,0,490,497,410,319,0,3,600,730,409,168,0,Clearance Areas,50,165,IE3,55,F,90.28,120,-25,0,95,203,214,0,Grey,7.77,250,100,280,355,765,40,1,12.93306,1477,1634,300,1034,0,747,light black,light red,233,0,125,55,55,55,0,2975,95,0,-20,0,0,0,380,345,6.85,http://product-selection.grundfos.com/product-detail.html?productnumber=98970407&custid=GMA,0.9,90.28,90.28,95,7.77,1,1877,65,185,50,3,380,50,20,15,0,0,0,55000,100
NK 65-125/120-110_98970408,98970408,100,60,0,226,222,177,135,0,3,340,450,176,70,0,Clearance Areas,65,185,IE3,4,F,87.48,120,-25,0,7.4,117,146,0,Grey,1.55,112,80,180,240,417,12,1,1.237152,870,929,170,589,0,354,light black,light red,112,0,125,55,4,55,0,2950,7.4,0,-20,0,0,0,380,280,1.42,http://product-selection.grundfos.com/product-detail.html?productnumber=98970408&custid=GMA,0.72,87.48,87.48,7.4,1.55,1,306,80,200,50,3,380,50,20,15,0,0,0,4000,100
NK 65-125/127_98970409,98970409,100,60,0,256,262,202,155,0,3,380,490,218,89,0,Clearance Areas,65,185,IE3,5.5,F,108.84,120,-25,0,9.9,117,146,0,Grey,1.81,132,80,180,240,442,15,1,1.470392,921,978,190,598,0,395,light black,light red,130,0,125,55,5.5,55,0,2950,9.9,0,-20,0,0,0,380,280,1.6,http://product-selection.grundfos.com/product-detail.html?productnumber=98970409&custid=GMA,0.73,108.84,108.84,9.9,1.81,1,410,80,200,50,3,380,50,20,15,0,0,0,5500,100
NK 65-125/137_98970411,98970411,100,60,0,256,262,202,155,0,3,380,490,218,89,0,Clearance Areas,65,185,IE3,7.5,F,116.27,120,-25,0,13.1,117,146,0,Grey,1.95,132,80,180,240,442,15,1,1.886206,971,978,190,598,0,445,light black,light red,130,0,125,55,7.5,55,0,2950,13.1,0,-20,0,0,0,220,280,1.74,http://product-selection.grundfos.com/product-detail.html?productnumber=98970411&custid=GMA,0.75,116.27,116.27,13.1,1.95,1,410,80,200,50,3,220,50,20,15,0,0,0,7500,100
NK 65-125/144_98970412,98970412,100,60,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,65,185,IE3,11,F,127.17,120,-25,0,19.6,117,146,0,Grey,2.17,160,80,180,245,482,18,1,2.075738,1060,1175,205,765,0,501,light black,light red,145,0,125,55,11,55,0,2955,19.6,0,-20,0,0,0,380,280,2.02,http://product-selection.grundfos.com/product-detail.html?productnumber=98970412&custid=GMA,0.8,127.17,127.17,19.6,2.17,1,492,80,200,50,3,380,50,20,15,0,0,0,11000,100
NK 65-160/143_98970413,98970413,100,60,0,256,262,202,155,0,3,380,490,218,89,0,Clearance Areas,65,185,IE3,7.5,F,103.05,120,-25,0,13.1,127,161,0,Grey,1.95,132,80,200,240,442,15,1,2.058588,971,978,190,598,0,445,light black,light red,130,0,125,55,7.5,55,0,2950,13.1,0,-20,0,0,0,380,280,1.74,http://product-selection.grundfos.com/product-detail.html?productnumber=98970413&custid=GMA,0.8,103.05,103.05,13.1,1.95,1,410,80,200,50,3,380,50,20,15,0,0,0,7500,100
NK 65-160/177_98970414,98970414,100,60,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,65,185,IE3,18.5,F,119.22,120,-25,0,32,127,161,0,Grey,2.37,160,80,200,245,482,18,1,3.612182,1120,1175,205,765,0,564,light black,light red,145,0,125,55,18.5,55,0,2955,32,0,-20,0,0,0,380,280,2.22,http://product-selection.grundfos.com/product-detail.html?productnumber=98970414&custid=GMA,0.81,119.22,119.22,32,2.37,1,492,80,200,50,3,380,50,20,15,0,0,0,18500,100
NK 65-200/162_98970415,98970415,100,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,65,185,IE3,11,F,89.97,120,-25,0,19.6,149,173,0,Grey,2.3,160,80,225,260,497,18,1,3.022026,1059.5,1143,205,733,0,501,light black,light red,145,0,125,55,11,55,0,2955,19.6,0,-20,0,0,0,380,320,2.15,http://product-selection.grundfos.com/product-detail.html?productnumber=98970415&custid=GMA,0.73,89.97,89.97,19.6,2.3,1,504,80,200,50,3,380,50,20,15,0,0,0,11000,140
NK 65-200/177_98970416,98970416,100,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,65,185,IE3,15,F,95.43,120,-25,0,27,149,173,0,Grey,2.39,160,80,225,260,497,18,1,3.73674,1059.5,1143,205,733,0,564,light black,light red,145,0,125,55,15,55,0,2960,27,0,-20,0,0,0,220,320,2.24,http://product-selection.grundfos.com/product-detail.html?productnumber=98970416&custid=GMA,0.75,95.43,95.43,27,2.39,1,504,80,200,50,3,220,50,20,15,0,0,0,15000,140
NK 65-200/190_98970417,98970417,100,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,65,185,IE3,18.5,F,111.07,120,-25,0,32,149,173,0,Grey,2.5,160,80,225,260,497,18,1,4.273584,1119.5,1143,205,733,0,564,light black,light red,145,0,125,55,18.5,55,0,2955,32,0,-20,0,0,0,220,320,2.35,http://product-selection.grundfos.com/product-detail.html?productnumber=98970417&custid=GMA,0.73,111.07,111.07,32,2.5,1,504,80,200,50,3,220,50,20,15,0,0,0,18500,140
NK 65-200/219_98970418,98970418,100,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,65,185,IE3,37,F,119.83,120,-25,0,65,149,173,0,Grey,4.72,200,100,225,305,620,25,1,6.033958,1214.5,1464,270,924,0,636,light black,light red,197,0,125,55,37,55,0,2955,65,0,-20,0,0,0,380,320,4.45,http://product-selection.grundfos.com/product-detail.html?productnumber=98970418&custid=GMA,0.8,119.83,119.83,65,4.72,1,962,80,200,50,3,380,50,20,15,0,0,0,37000,140
NK 65-250/223_98970420,98970420,100,90,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,65,185,IE3,30,F,123.4,120,-25,0,53,183,200,0,Grey,4.76,200,100,250,305,620,25,1,5.830412,1286,1464,270,924,0,611,light black,light red,197,0,160,55,30,55,0,2955,53,0,-20,0,0,0,380,360,4.49,http://product-selection.grundfos.com/product-detail.html?productnumber=98970420&custid=GMA,0.81,123.4,123.4,53,4.76,1,962,80,200,50,3,380,50,20,15,0,0,0,30000,140
NK 100-315/312_98970429,98970429,140,90,0,339,367.5,286,189,0,3,480,610,328,121,0,Clearance Areas,100,220,IE3,22,F,178.93,120,-25,0,41,208,264,0,Grey,4.51,180,100,315,350,636,20,1,3.011638,1303,1294,230,834,0,558,light black,light red,164,0,160,55,22,55,0,1470,41,0,-20,0,0,0,380,400,4.24,http://product-selection.grundfos.com/product-detail.html?productnumber=98970429&custid=GMA,0.72,178.93,178.93,41,4.51,1,801,125,250,50,3,380,50,20,15,0,0,0,22000,140
NK 100-315/334_98970430,98970430,140,90,0,378,407.5,315,265,0,3,530,660,355,133,0,Clearance Areas,100,220,IE3,30,F,196.68,120,-25,0,55,208,264,0,Grey,5.68,200,100,315,355,670,25,1,3.464888,1351,1464,270,924,0,636,light black,light red,197,0,160,55,30,55,0,1470,55,0,-20,0,0,0,220,400,5.41,http://product-selection.grundfos.com/product-detail.html?productnumber=98970430&custid=GMA,0.66,196.68,196.68,55,5.68,1,1024,125,250,50,3,220,50,20,15,0,0,0,30000,140
NK 65-250/238_98970431,98970431,100,90,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,65,185,IE3,37,F,134.2,120,-25,0,65,183,200,0,Grey,5.07,200,100,250,305,620,25,1,6.69536,1311,1464,270,924,0,636,light black,light red,197,0,160,55,37,55,0,2955,65,0,-20,0,0,0,220,360,4.8,http://product-selection.grundfos.com/product-detail.html?productnumber=98970431&custid=GMA,0.7,134.2,134.2,65,5.07,1,962,80,200,50,3,220,50,20,15,0,0,0,37000,140
NK 65-250/251_98970432,98970432,100,90,0,436,449,338,266,0,3,530,660,361,149,0,Clearance Areas,65,185,IE3,45,F,144.53,120,-25,0,78,183,200,0,Grey,5.89,225,100,250,330,668,34,1,7.493962,1383,1464,270,924,0,710,light black,light red,197,0,160,55,45,55,0,2960,78,0,-20,0,0,0,380,360,5.61,http://product-selection.grundfos.com/product-detail.html?productnumber=98970432&custid=GMA,0.72,144.53,144.53,78,5.89,1,1022,80,200,50,3,380,50,20,15,0,0,0,45000,140
NK 65-250/269_98970433,98970433,100,90,0,490,497,410,319,0,3,600,730,409,168,0,Clearance Areas,65,185,IE3,55,F,157.16,120,-25,0,95,183,200,0,Grey,7.7,250,100,250,360,770,40,1,8.776782,1452,1634,300,1034,0,747,light black,light red,233,0,160,55,55,55,0,2975,95,0,-20,0,0,0,380,360,6.78,http://product-selection.grundfos.com/product-detail.html?productnumber=98970433&custid=GMA,0.73,157.16,157.16,95,7.7,1,1887,80,200,50,3,380,50,20,15,0,0,0,55000,140
NK 65-250/270_98970434,98970434,100,90,0,540,559,433,319,0,3,730,890,479,190,0,Clearance Areas,65,185,IE4,75,F,160.91,120,-25,0,126,183,200,0,Grey,10.89,280,130,250,415,848,40,1,8.784132,1439,1824,330,1164,0,874,light black,light red,233,0,160,55,75,55,0,2978,126,0,-20,0,0,0,220,360,9.98,http://product-selection.grundfos.com/product-detail.html?productnumber=98970434&custid=GMA,0.75,160.91,160.91,126,10.89,1,2252,80,200,50,3,220,50,20,15,0,0,0,75000,140
NK 65-315/272_98970436,98970436,125,90,0,490,497,410,319,0,3,600,730,409,168,0,Clearance Areas,65,185,IE3,55,F,144.13,120,-25,0,95,211,219,0,Grey,7.75,250,100,280,355,765,40,1,9.024232,1477,1634,300,1034,0,747,light black,light red,233,0,160,55,55,55,0,2975,95,0,-20,0,0,0,380,400,6.83,http://product-selection.grundfos.com/product-detail.html?productnumber=98970436&custid=GMA,0.8,144.13,144.13,95,7.75,1,1877,80,200,50,3,380,50,20,15,0,0,0,55000,140
NK 65-315/295_98970437,98970437,125,90,0,540,559,433,319,0,3,730,890,479,190,0,Clearance Areas,65,185,IE4,75,F,167.08,120,-25,0,126,211,219,0,Grey,10.98,280,130,280,415,848,40,1,10.75795,1464,1824,330,1164,0,874,light black,light red,233,0,160,55,75,55,0,2978,126,0,-20,0,0,0,380,400,10.06,http://product-selection.grundfos.com/product-detail.html?productnumber=98970437&custid=GMA,0.8,167.08,167.08,126,10.98,1,2252,80,200,50,3,380,50,20,15,0,0,0,75000,140
NK 65-315/320_98970438,98970438,125,90,0,610,657,539,374,0,3,730,890,570,216,0,Clearance Areas,65,185,IE4,110,F,198.24,120,-25,0,184,211,219,0,Grey,15.57,315,130,280,455,994,50,1,12.827906,1547,1824,330,1164,0,957,light black,light red,327,0,160,55,110,55,0,2988,184,0,-20,0,0,0,380,400,14.33,http://product-selection.grundfos.com/product-detail.html?productnumber=98970438&custid=GMA,0.81,198.24,198.24,184,15.57,1,4179,80,200,50,3,380,50,20,15,0,0,0,110000,140
NK 80-160/147-127_98970440,98970440,125,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,80,200,IE3,11,F,164.05,120,-25,0,19.6,139,182,0,Grey,2.3,160,80,225,260,497,18,1,1.689128,1085,1143,205,733,0,501,light black,light red,145,0,125,55,11,55,0,2955,19.6,0,-20,0,0,0,380,320,2.15,http://product-selection.grundfos.com/product-detail.html?productnumber=98970440&custid=GMA,0.73,164.05,164.05,19.6,2.3,1,504,100,220,50,3,380,50,20,15,0,0,0,11000,140
NK 80-160/151_98970441,98970441,125,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,80,200,IE3,15,F,182.7,120,-25,0,27,139,182,0,Grey,2.39,160,80,225,260,497,18,1,2.154236,1085,1143,205,733,0,564,light black,light red,145,0,125,55,15,55,0,2960,27,0,-20,0,0,0,220,320,2.24,http://product-selection.grundfos.com/product-detail.html?productnumber=98970441&custid=GMA,0.75,182.7,182.7,27,2.39,1,504,100,220,50,3,220,50,20,15,0,0,0,15000,140
NK 80-160/161_98970442,98970442,125,75,0,300,314,236.5,175,0,3,430,540,300,108,0,Clearance Areas,80,200,IE3,18.5,F,192.58,120,-25,0,32,139,182,0,Grey,2.49,160,80,225,260,497,18,1,2.553978,1145,1143,205,733,0,564,light black,light red,145,0,125,55,18.5,55,0,2955,32,0,-20,0,0,0,220,320,2.34,http://product-selection.grundfos.com/product-detail.html?productnumber=98970442&custid=GMA,0.73,192.58,192.58,32,2.49,1,504,100,220,50,3,220,50,20,15,0,0,0,18500,140
NK 80-160/167_98970443,98970443,125,75,0,339,356,286,189,0,3,430,540,328,121,0,Clearance Areas,80,200,IE3,22,F,200.4,120,-25,0,38.5,139,182,0,Grey,3.36,180,80,225,265,551,20,1,2.79888,1155,1143,205,733,0,588,light black,light red,164,0,125,55,22,55,0,2950,38.5,0,-20,0,0,0,380,320,3.08,http://product-selection.grundfos.com/product-detail.html?productnumber=98970443&custid=GMA,0.8,200.4,200.4,38.5,3.36,1,688,100,220,50,3,380,50,20,15,0,0,0,22000,140
NK 80-160/177_98970444,98970444,125,75,0,378,396,315,265,0,3,530,660,355,133,0,Clearance Areas,80,200,IE3,30,F,212.96,120,-25,0,53,139,182,0,Grey,4.41,200,100,225,305,620,25,1,3.286626,1215,1464,270,924,0,611,light black,light red,197,0,125,55,30,55,0,2955,53,0,-20,0,0,0,380,320,4.14,http://product-selection.grundfos.com/product-detail.html?productnumber=98970444&custid=GMA,0.81,212.96,212.96,53,4.41,1,962,100,220,50,3,380,50,20,15,0,0,0,30000,140
NK 80-200/171_98970446,98970446,125,75,0,339,356,286,189,0,3,430,540,328,121,0,Clearance Areas,80,200,IE3,22,F,160.52,120,-25,0,38.5,160,193,0,Grey,3.61,180,80,250,265,551,20,1,3.13355,1258,1143,205,733,0,588,light black,light red,164,0,125,55,22,55,0,2950,38.5,0,-20,0,0,0,380,345,3.34,http://product-selection.grundfos.com/product-detail.html?productnumber=98970446&custid=GMA,0.72,160.52,160.52,38.5,3.61,1,688,100,220,50,3,380,50,20,15,0,0,0,22000,140
NK 80-200/211_98970447,98970447,125,75,0,436,449,338,266,0,3,530,660,361,149,0,Clearance Areas,80,200,IE3,45,F,212.3,120,-25,0,78,160,193,0,Grey,5.73,225,100,250,330,668,34,1,5.217128,1408,1464,270,924,0,710,light black,light red,197,0,125,55,45,55,0,2960,78,0,-20,0,0,0,220,345,5.46,http://product-selection.grundfos.com/product-detail.html?productnumber=98970447&custid=GMA,0.66,212.3,212.3,78,5.73,1,1022,100,220,50,3,220,50,20,15,0,0,0,45000,140
NK 80-200/222_98970448,98970448,125,75,0,490,497,410,319,0,3,600,730,409,168,0,Clearance Areas,80,200,IE3,55,F,228.77,120,-25,0,95,160,193,0,Grey,7.5,250,100,250,355,765,40,1,5.930274,1477,1634,300,1034,0,747,light black,light red,233,0,125,55,55,55,0,2975,95,0,-20,0,0,0,220,345,6.58,http://product-selection.grundfos.com/product-detail.html?productnumber=98970448&custid=GMA,0.7,228.77,228.77,95,7.5,1,1877,100,220,50,3,220,50,20,15,0,0,0,55000,140
NK 80-250/220_98970449,98970449,125,90,0,436,449,338,266,0,3,530,660,361,149,0,Clearance Areas,80,200,IE3,45,F,186.28,120,-25,0,78,182,210,0,Grey,5.93,225,100,280,330,668,34,1,5.8604,1408,1464,270,924,0,710,light black,light red,197,0,160,55,45,55,0,2960,78,0,-20,0,0,0,380,400,5.66,http://product-selection.grundfos.com/product-detail.html?productnumber=98970449&custid=GMA,0.72,186.28,186.28,78,5.93,1,1022,100,220,50,3,380,50,20,15,0,0,0,45000,140
NK 80-250/234_98970450,98970450,125,90,0,490,497,410,319,0,3,600,730,409,168,0,Clearance Areas,80,200,IE3,55,F,203.43,120,-25,0,95,182,210,0,Grey,7.74,250,100,280,360,770,40,1,6.755336,1477,1634,300,1034,0,747,light black,light red,233,0,160,55,55,55,0,2975,95,0,-20,0,0,0,380,400,6.83,http://product-selection.grundfos.com/product-detail.html?productnumber=98970450&custid=GMA,0.73,203.43,203.43,95,7.74,1,1887,100,220,50,3,380,50,20,15,0,0,0,55000,140
NK 80-250/270_98970452,98970452,125,90,0,540,559,433,319,0,3,730,890,479,190,0,Clearance Areas,80,200,IE4,90,F,250.42,120,-25,0,151,182,210,0,Grey,11.39,280,130,280,415,848,40,1,9.168488,1464,1824,330,1164,0,874,light black,light red,233,0,160,55,90,55,0,2980,151,0,-20,0,0,0,220,400,10.48,http://product-selection.grundfos.com/product-detail.html?productnumber=98970452&custid=GMA,0.75,250.42,250.42,151,11.39,1,2252,100,220,50,3,220,50,20,15,0,0,0,90000,140
NK 80-315/278_98970453,98970453,125,90,0,540,559,433,319,0,3,730,890,479,190,0,Clearance Areas,80,200,IE4,90,F,222.27,120,-25,0,151,216,243,0,Grey,11.52,280,130,315,415,848,40,1,10.182592,1464,1824,330,1164,0,874,light black,light red,233,0,160,55,90,55,0,2980,151,0,-20,0,0,0,380,400,10.6,http://product-selection.grundfos.com/product-detail.html?productnumber=98970453&custid=GMA,0.8,222.27,222.27,151,11.52,1,2252,100,220,50,3,380,50,20,15,0,0,0,90000,140
NK 80-315/295_98970454,98970454,125,90,0,610,657,539,374,0,3,730,890,570,216,0,Clearance Areas,80,200,IE4,110,F,244.19,120,-25,0,184,216,243,0,Grey,15.52,315,130,315,450,989,50,1,11.215316,1547,1824,330,1164,0,957,light black,light red,327,0,160,55,110,55,0,2988,184,0,-20,0,0,0,380,400,14.29,http://product-selection.grundfos.com/product-detail.html?productnumber=98970454&custid=GMA,0.8,244.19,244.19,184,15.52,1,4162,100,220,50,3,380,50,20,15,0,0,0,110000,140
NK 80-315/310_98970455,98970455,125,90,0,610,657,539,374,0,3,730,890,648,216,0,Clearance Areas,80,200,IE4,132,F,264.08,120,-25,0,220,216,243,0,Grey,16.49,315,130,315,450,989,50,1,12.494902,1637,1824,330,1164,0,1047,light black,light red,327,0,160,55,132,55,0,2988,220,0,-20,0,0,0,380,400,15.26,http://product-selection.grundfos.com/product-detail.html?productnumber=98970455&custid=GMA,0.81,264.08,264.08,220,16.49,1,4162,100,220,50,3,380,50,20,15,0,0,0,132000,140
NK 80-315/328_98970467,98970467,125,90,0,610,657,539,374,0,3,730,890,648,216,0,Clearance Areas,80,200,IE4,160,F,289.23,120,-25,0,265,216,243,0,Grey,17.21,315,130,315,450,989,50,1,14.140616,1697,1824,330,1164,0,1047,light black,light red,327,0,160,55,160,55,0,2986,265,0,-20,0,0,0,380,400,15.98,http://product-selection.grundfos.com/product-detail.html?productnumber=98970467&custid=GMA,0.73,289.23,289.23,265,17.21,1,4162,100,220,50,3,380,50,20,15,0,0,0,160000,140
NK 125-250/236_98970482,98970482,140,90,0,300,314,236.5,175,0,3,480,610,300,108,0,Clearance Areas,125,250,IE3,15,F,240.07,120,-25,0,28.5,208,264,0,Grey,3.88,160,100,355,350,587,18,1,1.541442,1269,1294,230,834,0,554,light black,light red,145,0,160,55,15,55,0,1475,28.5,0,-20,0,0,0,220,400,3.61,http://product-selection.grundfos.com/product-detail.html?productnumber=98970482&custid=GMA,0.75,240.07,240.07,28.5,3.88,1,841,150,285,50,3,220,50,20,15,0,0,0,15000,140
NK 125-250/249_98970483,98970483,140,90,0,339,367.5,286,189,0,3,480,610,328,121,0,Clearance Areas,125,250,IE3,18.5,F,255.48,120,-25,0,35,208,264,0,Grey,4.44,180,100,355,350,636,20,1,1.732444,1273,1294,230,834,0,564,light black,light red,164,0,160,55,18.5,55,0,1470,35,0,-20,0,0,0,220,400,4.16,http://product-selection.grundfos.com/product-detail.html?productnumber=98970483&custid=GMA,0.73,255.48,255.48,35,4.44,1,841,150,285,50,3,220,50,20,15,0,0,0,18500,140
